1999/01/04, 9.4696
1999/01/05, 9.4025
1999/01/06, 9.305
1999/01/07, 9.18
1999/01/08, 9.165
1999/01/11, 9.0985
1999/01/12, 9.0955
1999/01/13, 9.14
1999/01/14, 9.135
1999/01/15, 9.157
1999/01/18, 9.093
1999/01/19, 9.0045
1999/01/20, 8.9645
1999/01/21, 8.943
1999/01/22, 9.011
1999/01/25, 8.94
1999/01/26, 8.921
1999/01/27, 8.882
1999/01/28, 8.865
1999/01/29, 8.88
1999/02/01, 8.86
1999/02/02, 8.8775
1999/02/03, 8.915
1999/02/04, 8.899
1999/02/05, 8.872
1999/02/08, 8.857
1999/02/09, 8.907
1999/02/10, 8.933
1999/02/11, 8.919
1999/02/12, 8.9305
1999/02/15, 8.8815
1999/02/16, 8.853
1999/02/17, 8.907
1999/02/18, 8.9275
1999/02/19, 8.911
1999/02/22, 8.9075
1999/02/23, 8.9085
1999/02/24, 8.9115
1999/02/25, 8.974
1999/02/26, 9.0025
1999/03/01, 9.0005
1999/03/02, 8.985
1999/03/03, 8.99
1999/03/04, 8.96
1999/03/05, 8.9355
1999/03/08, 8.948
1999/03/09, 8.938
1999/03/10, 8.8925
1999/03/11, 8.831
1999/03/12, 8.8615
1999/03/15, 8.8785
1999/03/16, 8.969
1999/03/17, 8.978
1999/03/18, 8.938
1999/03/19, 8.937
1999/03/22, 8.9325
1999/03/23, 8.932
1999/03/24, 8.9695
1999/03/25, 9.007
1999/03/26, 8.95
1999/03/29, 8.955
1999/03/30, 8.9525
1999/03/31, 8.887
1999/04/01, 8.889
1999/04/02, 8.8811
1999/04/05, 8.8846
1999/04/06, 8.8705
1999/04/07, 8.929
1999/04/08, 8.964
1999/04/09, 8.944
1999/04/12, 9.02
1999/04/13, 8.9575
1999/04/14, 8.938
1999/04/15, 8.929
1999/04/16, 8.8825
1999/04/19, 8.883
1999/04/20, 8.899
1999/04/21, 8.905
1999/04/22, 8.909
1999/04/23, 8.8945
1999/04/26, 8.8945
1999/04/27, 8.903
1999/04/28, 8.913
1999/04/29, 8.911
1999/04/30, 8.9075
1999/05/03, 8.9185
1999/05/04, 8.9485
1999/05/05, 8.9845
1999/05/06, 9.005
1999/05/07, 8.9575
1999/05/10, 8.9445
1999/05/11, 8.942
1999/05/12, 8.944
1999/05/13, 8.9634
1999/05/14, 8.949
1999/05/17, 8.9775
1999/05/18, 9.003
1999/05/19, 9.028
1999/05/20, 8.9965
1999/05/21, 8.962
1999/05/24, 8.9754
1999/05/25, 8.9895
1999/05/26, 8.987
1999/05/27, 8.978
1999/05/28, 8.995
1999/05/31, 8.968
1999/06/01, 8.9675
1999/06/02, 8.983
1999/06/03, 8.934
1999/06/04, 8.9115
1999/06/07, 8.8965
1999/06/08, 8.9035
1999/06/09, 8.9285
1999/06/10, 8.902
1999/06/11, 8.8785
1999/06/14, 8.853
